row ID,row m/z,row retention time,G72746_10x_3ul_BB3_01_17887.mzXML Peak area,G73645_BC6_01_18671.mzXML Peak area,G75179_5x_RB2_01_17259.mzXML Peak area,G72708_10x_BC10_01_17818.mzXML Peak area,G73640_BB6_01_18655.mzXML Peak area,G72711_10x_BH9_01_17937.mzXML Peak area,G73942_1x_BD12_01_17303.mzXML Peak area,G72517_10x_BH10_01_17938.mzXML Peak area,G79618_5x_RG5_01_17969.mzXML Peak area,G73644_p5_d5_15ul_GD4_01_21649.mzXML Peak area,G78968_BB9_01_18660.mzXML Peak area,G73949_1x_BC12_01_17290.mzXML Peak area,G79473_5x_RE10_01_18233.mzXML Peak area,G75172_1x_BH11_01_17354.mzXML Peak area,G73437_1x_rerun_BE4_01_17364.mzXML Peak area,G72745_10x_BD4_01_17825.mzXML Peak area,G78944_BB8_01_18659.mzXML Peak area,G75697_rerun_BG7_01_18771.mzXML Peak area,G75696_BA7_01_18642.mzXML Peak area,G75212_1x_BC3_01_17282.mzXML Peak area,G78948_rerun_BD11_01_18712.mzXML Peak area,G78942_rerun_BH9_01_18781.mzXML Peak area,G72441_1x_BA6_01_17274.mzXML Peak area,G79584_5x_RH6_01_18243.mzXML Peak area,
14,159.96893495226664,13.305140277777776,803443.2019999999,580896.1045,298232.457499999,217652.79850000335,564183.8325000015,396272.0014999991,229925.8604999979,494781.7394999999,455466.61400000006,957491.5669999998,694188.8729999999,291466.6154999966,476183.2865000003,283955.7964999995,258535.38549999933,130308.44149999984,660342.8279999979,766291.734,551476.8884999999,317217.3249999989,680924.4329999996,650900.4750000027,253067.74249999726,447216.9259999998,
15,163.06049272149156,0.3150757575757575,236702.33150000012,434.4674999999998,462310.28099999996,302511.6325,702.3654999999999,137559.77200000006,121963.31399999994,258880.9440000001,0,760.1325000000002,3321.674000000001,72165.3785,892.7415000000004,15106.958999999997,124615.14449999998,48151.429000000004,920.9085000000002,9443.8305,7081.582999999998,233104.7485,1115.2640000000001,1222.5849999999998,0,463.17699999999996,
16,270.3158360340243,7.904991666666667,780852.4390000014,0,46507.29800000023,0,0,0,0,0,0,0,0,0,0,0,0,72719.92949999975,0,0,1012215.8475000008,0,0,0,0,0,
17,298.3106178619243,9.59524097222222,97859.96799999938,157340.40449999864,11815.988500000198,17644.137500000135,160921.02750000003,51719.58850000119,352649.3785000082,3326.704000000052,103739.1054999986,209652.89800000098,158138.02249999772,174480.5979999983,223723.69199999992,704044.9575000007,6811.863000000018,3152492.2010000227,186950.1639999958,663767.7735000037,306954.09000000235,214279.2400000006,95721.93749999837,562739.3140000051,434507.851500006,55992.50900000043,
19,685.43680404121,11.830589583333335,153596.66499999867,80560.61149999894,52600.42199999939,118621.15049999971,108584.6345000003,40283.75100000072,284956.78400000185,29664.711999999825,33266.99000000092,436571.5804999963,113273.22450000001,104256.97850000036,265917.0595000018,174190.33249999795,24291.302499999678,16191.980499999976,116194.01150000094,547822.9474999992,162704.01449999976,95066.10500000196,91402.59100000057,368248.322999998,56990.45199999957,88899.52600000038,
20,166.0861195218626,0.5220548611111111,114601.6435000001,370053.258,27836.026500000004,657820.3785,900832.4460000001,1291509.6685,91418.61899999995,1474941.6105,1523205.0439999998,537782.1339999995,3250410.4750000006,1070068.9024999994,2903061.8224999993,222491.81299999994,5881817.9995,4113357.2890000013,9355703.9725,911353.3310000009,6417001.306500003,6987491.564499997,5632635.638499999,9819465.185500009,5468459.761499998,1.0239339680999992E7,
21,256.263669900519,9.261352898550724,109057.00600000027,261602.41849999968,17045.756499999887,14775.307500000421,284701.07300000207,29755.718000000168,318830.17199999915,4955.403499999957,183446.95999999874,26691.89950000007,208226.7689999952,125836.18900000062,79655.28249999948,196353.64249999923,9521.905000000048,375574.54650000524,368043.2905000052,0,403978.73249999806,139258.72400000057,141438.35950000025,809386.8175000062,147019.5769999987,37981.72449999949,
24,242.28422210514995,7.1753631944444445,301049.8350000007,427892.26149999886,115594.59249999974,294769.4434999991,345596.47100000083,313988.3939999995,508434.2095000018,950021.6139999956,188232.7295000007,947408.4265000001,354151.68550000223,338738.3900000007,619062.3985000036,668673.653499998,165188.353500001,95126.8830000005,472099.82950000075,787108.6440000015,463466.9019999991,380016.9430000009,487768.0055000028,711934.2245000016,564425.4760000015,285981.8450000023,
26,559.5182175382901,11.975145833333336,164395.15050000025,135326.9374999997,105424.09850000001,181261.5959999995,166502.28000000044,26365.747499999772,44010.326500000025,23293.280999999908,25179.780499999593,125760.83599999992,159669.5760000001,54609.98849999977,127683.76549999879,56572.5334999997,44146.94299999998,93.47199999999648,140045.77550000028,41409.56149999949,207763.86000000028,65086.95349999936,203493.18499999898,45738.00300000009,31969.52600000007,129643.28100000038,
27,268.10409321024963,0.3628833333333334,68386.593,26279.89199999999,124617.81200000002,26355.693999999992,5942.065499999999,506702.07149999996,58992.843,2773.051999999998,13158.735500000003,68775.66300000004,6847.768499999998,882426.4655,9800.102999999997,686162.809,23407.0325,4017.9380000000006,9493.278000000002,5139.111999999999,0,284597.34099999984,5921.250000000004,0,792958.324,122380.10099999995,
30,188.07052136341585,0.9434048611111111,146787.95000000004,165166.26100000003,538926.3439999999,1121720.0,274019.25800000015,2035433.8000000005,164671.74599999996,741826.3255000003,362228.15949999995,254684.29800000016,925364.7020000003,1133058.0289999999,1132923.4060000016,421735.92649999965,4394114.548999997,1130220.9384999997,3809007.513499999,228439.7650000001,1502741.2335000003,777067.8905,110223.6855,1367832.9094999998,2200132.0125000016,4864411.715499999,
31,633.5077509562175,10.249916666666667,714200.2199999995,0,0,0,0,9173.86999999987,0,0,0,0,0,0,0,217.92049999999773,0,3430.1600000000626,0,0,0,0,0,0,0,0,
32,256.26361890547895,8.32298125,57202.89999999761,87638.87300000177,30627.871000000137,55978.98200000025,77358.38849999971,52587.484000000244,116213.38300000272,32112.687000000336,55982.58099999936,91507.196499999,111504.81899999903,74068.12500000125,88414.04699999947,147693.93999999954,63486.31700000003,618855.3074999811,91308.43199999917,138751.86200000267,89348.29750000055,80982.08999999819,91800.45450000228,115760.84549999927,90252.15600000115,36683.05950000027,
34,205.09706851127578,0.9456763888888888,112428.57050000002,121399.9845,425609.42299999995,826859.1819999999,211030.19450000007,1600529.9065000005,140337.19700000001,574791.4045000001,263364.355,176293.03400000025,710231.513,840337.6270000001,859832.9050000008,323361.9139999997,5982397.475999994,820869.2274999998,2972799.2875,155858.78150000007,1140622.3900000004,584958.004,84607.62,1033192.354,2095000.9860000017,3861638.657999998,
36,617.5147590865954,10.310616666666666,51659.26850000071,0,1040.3265000000042,5819.065999999969,0,561.5639999999973,34056.9734999995,0,0,0,0,41277.09299999942,0,29717.812999999987,205.2569999999975,54743.20750000021,0,296.6589999999999,0,22627.56599999976,0,0,19265.969499999967,0,
39,522.3554974184057,7.188234027777778,45551.36799999981,85204.95699999988,866.7864999999993,16549.543500000247,156389.04500000045,10826.784500000042,72324.55999999997,6862.573999999974,242100.08100000117,164002.70050000033,424457.61050000385,4079.0455000000147,568205.7509999978,2362.724499999995,15464.779500000152,33028.69250000004,144850.8980000002,114614.5045000002,37908.99699999992,28143.395500000108,210041.25200000114,263909.52000000054,440663.92900000076,646764.5560000032,
40,518.3241456334554,6.516328472222223,40799.47100000023,3340.3565000000203,2278.8730000000014,16627.347000000314,14401.409500000109,23764.45400000011,25683.395000000022,1087.6074999999933,7569.134000000038,6033.1055000000115,4787.175500000095,14346.36150000001,33654.075,12214.828999999925,67727.31549999969,214636.15950000178,1725.6949999999963,15334.884000000038,4515.729500000043,7660.120500000006,5841.580999999986,32435.02649999981,577767.5820000005,52532.00650000004,
41,270.2793559742983,8.93848125,44383.03199999947,105371.41499999995,11522.02399999982,17177.35049999994,92164.95250000065,24725.694999999974,92668.41499999881,5738.368500000221,63685.89500000115,71865.73399999968,80481.11649999999,62888.50900000077,78598.98800000084,212977.5559999969,15868.80549999985,1095513.2624999848,87984.8090000003,198648.23200000182,106713.59900000252,80638.87150000066,72002.36499999883,179703.73850000103,140512.71800000157,23093.36800000078,
42,338.34222867753766,9.753016666666666,103626.18649999906,106923.26849999951,621398.3314999987,68901.65600000112,95609.13700000045,82413.38100000157,795106.0535000028,47283.17500000029,68628.51650000096,131009.50599999946,139085.9810000002,588595.1719999941,147205.14000000147,3443943.3104999876,193470.6260000007,2531373.107500026,118675.05749999938,449718.31549999653,236440.17299999614,796455.3000000027,59128.86800000063,314153.5755000028,4185464.1544999974,42171.46799999986,
44,200.97228434146982,13.178878472222223,83868.61850000003,32363.658999999934,122815.04999999954,55081.60599999952,21374.687500000062,51799.583500000124,96364.94999999968,44868.38700000002,42960.200499999904,37136.060499999876,23286.58450000005,106268.18499999946,24479.60949999984,107617.61649999938,98940.18050000037,33377.732999999884,27122.874500000034,22855.715499999835,46623.50299999995,110255.50699999991,19105.814999999922,35171.31749999993,96005.25350000006,22462.994999999926,
45,279.64698135606824,6.8211868055555565,36039.328499999916,1730.7570000000246,1286.5080000000075,4151.050000000033,3812.7709999999797,2903.2830000000295,7317.087499999928,745.9724999999979,1402.1335000000172,2624.023500000001,40078.15999999988,3305.6640000000084,18031.449999999866,4254.641499999952,16834.370999999963,10553.7105,18895.251500000115,38467.29749999995,6929.556499999987,5543.821499999997,34635.23149999997,35608.162000000106,112260.170499999,5977.92849999999,
47,617.5151567467364,10.857093939393941,35866.53000000007,0,2456.397000000024,3347.884500000041,0,1222.4099999999855,22517.301999999912,0,0,0,0,17309.42999999987,0,74639.15599999997,0,9402.536000000086,0,294.0075000000112,0,29087.69100000004,0,0,11790.517000000129,0,
49,228.23222606447007,8.57619236111111,36101.03999999896,135727.8600000001,14050.43349999993,11092.124500000218,134537.87550000133,11513.74549999974,34029.4544999998,1802.4769999999742,84984.50849999851,1856.6509999999785,120540.56399999859,59826.52099999995,18500.80700000003,35507.37849999998,1426.155000000022,53393.525000000365,144161.06000000075,103910.300000001,193035.01500000077,42652.7105000001,54019.498000000945,96644.28099999912,18780.88800000051,7223.553999999995,
54,411.38385481683036,9.791477083333335,25856.3300000006,49097.95099999935,2947.1794999999697,5970.310999999986,48733.464500000875,18238.97249999986,48765.42499999974,382.0034999999913,24862.8114999997,80123.50949999988,54647.93750000025,31923.050500000543,63716.70000000023,78629.72650000005,1403.4199999999773,695662.2514999977,61264.3325000014,110744.62450000005,65685.98399999953,37174.19100000024,44532.81600000013,67304.87450000015,36659.83800000021,21189.962499999863,
57,360.15027711028415,0.314975,65667.26000000001,0,97852.66100000001,78202.3505,0,76184.04400000002,87110.59699999997,283487.27300000004,618.5624999999999,0,472.5550000000001,52446.17150000001,0,2598.5474999999997,14052.8185,18891.843500000003,265.6920000000001,8593.289999999999,0,12912.597499999993,965.1015000000002,1590.6900000000014,5016.379500000005,0,
59,438.5040546123798,9.610487179487182,421062.3239999999,0,0,567.8229999999994,0,0,6280.927500000025,25240.80600000012,0,19223.90099999989,47828.9655000002,4634.269499999978,0,0,0,0,10021.516500000133,2444.1780000000217,388.95100000000195,238241.39799999996,1359355.2704999992,762721.8534999995,0,0,
60,200.20078513130306,7.8103763888888915,33715.06049999995,102575.75500000021,8887.715500000044,12953.335500000176,102795.19150000064,11906.656500000056,7814.813000000054,1647.003499999992,58509.55949999926,172.03799999999728,161670.66449999978,37209.46749999983,8646.761999999926,10459.800499999981,1554.0145000000043,25121.020500000028,169248.9640000002,73498.2714999996,100646.9730000009,21186.44000000001,81383.50550000012,31836.548000000046,6993.168499999997,2973.4499999999844,
62,182.0811594064904,0.35355000000000003,22184.633,81278.18049999997,112055.325,317814.98699999985,147047.2795,183376.7749999999,20440.219,307287.92299999995,235411.64500000014,133077.91950000008,606912.7945000001,122650.241,742561.5755,44728.24499999998,93167.13149999997,446475.8705,932046.9270000001,170849.05149999997,395237.89350000006,123600.07699999993,54846.016500000005,281003.6389999999,212589.88300000006,1021477.0440000003,
63,247.1662232516992,13.16411736111111,41336.20650000029,255910.83499999932,103569.90049999935,67119.13349999982,266208.0079999999,67413.83900000068,62604.66650000017,67337.20249999913,60216.058999999645,261746.57149999915,294725.3289999997,57434.35849999945,114279.68099999987,54708.22449999915,59642.20800000077,31972.554499999824,327957.04799999803,439214.44600000005,237140.3049999993,64261.09150000054,232274.4789999986,458686.9339999995,71813.395,106711.50099999961,
66,418.2464135138543,10.848414102564103,18398.11650000003,0,1363.143500000013,2386.937500000028,0,768.4164999999934,6633.478999999992,0,0,0,0,3664.5934999999963,210.30399999999645,18132.632500000007,205.24999999999903,174.46350000000396,0,0,0,9193.469500000007,230.4645000000014,0,4493.343500000054,0,
67,782.5696222743593,9.667738333333334,196760.16699999984,15694.419000000173,209.3440000000055,5169.103499999959,16402.203000000252,4731.417000000046,0,3795.0575000001063,1352.6160000000175,430.92549999999545,47593.06299999992,12032.38099999995,2118.9020000000532,3269.583500000032,0,10885.179999999966,23120.354000000167,404.3389999999966,4654.181999999964,186805.1585000006,0,8106.278500000004,148565.01949999994,0,
74,667.7872485306098,11.74817028985507,83786.26800000013,16354.521500000003,24606.669500000058,64268.38000000009,7701.806500000157,9466.692000000001,14606.345000000027,18096.246999999978,15458.11899999995,1082.5134999999914,27740.733500000122,23987.468999999972,86838.70550000008,17610.137500000004,4006.1155000000313,0,18253.263000000123,3450.084999999999,7521.497500000125,19305.09049999999,11100.39500000001,6522.188499999926,8176.019500000007,74373.49750000048,
76,337.104755915495,6.5311263888888895,21932.754500000017,112697.32250000068,1467438.792000001,117095.78300000011,65105.06800000021,51722.32999999984,258173.01699999935,122240.59799999988,168223.3570000009,54460.82900000035,261822.21700000102,294553.8949999993,43057.845499999836,237019.6985,1103452.2765000006,189597.4685000004,670442.4324999994,183133.63499999986,281382.5444999998,642593.6570000006,272523.8585000008,77384.84950000008,129586.06850000033,131029.10950000014,
80,667.4498765253974,11.743426086956521,80327.27099999998,11163.169500000049,30679.35450000005,63979.0860000001,20782.926500000074,17598.62199999996,23044.84149999999,17539.07299999995,18577.875000000076,1012.6279999999766,28542.078500000098,28051.94399999997,87577.74250000007,21043.52000000001,16602.555499999977,0,20424.73800000015,12774.63199999995,18684.620500000005,21668.67450000006,9888.004999999892,5373.800999999992,9617.719000000012,74291.53999999996,
84,587.5490000892104,13.090259027777778,24178.608999999666,57374.3854999995,33720.97500000037,35107.12850000028,76091.53149999988,47816.77699999996,43299.00500000023,53630.663500000315,41943.700000000244,43083.219999999994,53652.57099999917,42406.449000000546,122115.39650000064,11366.201499999934,29873.07999999978,3282.667499999981,31090.11550000009,30090.71500000026,50291.90649999943,35172.378999999855,85545.47749999989,71524.90950000008,21512.923999999854,48717.423500000266,
86,648.1039620459029,11.488234782608696,58484.09199999999,15313.050499999996,23927.170999999937,53015.24200000024,16026.987000000045,15949.530000000123,16851.409000000032,7556.065499999948,13298.375499999953,266.5050000000043,23807.680999999957,21048.326499999926,73701.23249999995,16169.919499999947,11392.130999999945,0,17259.844499999937,10314.393999999951,14531.875999999935,12971.187499999998,11106.947999999984,2778.1830000000873,7785.612500000012,68253.6224999999,
87,399.30863583696345,8.1878125,13552.876500000293,19484.274000000056,7005.70549999998,18732.049000000414,17042.02249999949,22246.02300000023,30988.703999999892,28437.204000000187,14229.990999999936,15819.137499999972,28369.37549999983,18433.502999999924,36634.34449999971,40491.90649999956,33635.61800000002,96708.7194999983,26678.458500000168,27993.8999999999,20359.817000000105,12246.03449999974,26881.424000000326,25515.262499999357,11811.391499999932,16914.14000000002,
88,687.1347433648974,12.052584057971014,76525.04049999989,6107.812000000054,9966.098000000013,57006.907999999865,13499.4420000001,14830.039499999953,15172.443999999996,12255.364499999998,10448.48549999994,0,25000.324999999873,21551.08800000002,82387.36949999993,13319.031999999921,15082.566000000006,227.891499999987,17489.132000000063,7632.8915000000125,14379.065499999995,8714.862000000157,4625.1285000000935,4182.419499999978,10520.033499999961,78931.42650000003,
89,389.51001067157927,13.342633333333337,118605.02249999985,31921.16099999988,119296.14699999924,82752.30649999983,14835.748500000149,23696.374500000005,211592.0329999997,28358.961999999967,53496.06100000006,84928.98799999965,60900.57399999997,236404.94000000003,51946.9424999998,173936.11550000042,49914.49200000051,40784.18050000055,55410.572000000095,53844.64750000016,16043.858999999904,239900.32849999968,24530.85550000004,39224.36649999997,82524.39200000028,45480.01899999999,
92,457.35060286143454,8.546648611111111,13093.89750000014,17641.395500000075,6574.41200000003,22937.084500000066,21363.484500000035,22582.980999999767,25923.79049999991,33902.86799999959,11698.853000000097,15407.371500000043,26428.898499999843,18222.94949999976,35589.40400000008,25460.216000000488,28335.85250000002,126579.03849999896,22350.394500000308,34068.37100000004,22779.255000000587,16889.356500000016,28758.136500000674,31138.77399999955,9654.450000000006,17297.463000000127,
99,786.5410290929882,10.13502196969697,31800.378499999886,0,10053.090999999913,22531.677999999993,5877.933500000026,18816.56150000006,8794.18000000007,0,17547.98600000003,1843.8845000000026,6365.403000000007,10266.930999999986,22444.669000000133,4591.22050000002,6157.410500000018,19295.92399999999,3208.5325000000294,4862.130499999958,3080.6749999999925,13183.004000000075,7126.1174999999985,1165.9620000000095,2146.569000000028,22292.99650000017,
100,328.1393163576779,0.5275847826086956,22030.360500000013,11216.290500000001,3709.9970000000017,30503.3735,24369.301499999998,72062.40550000001,18993.92649999999,134055.63850000003,17635.185,29145.080999999987,37566.9945,22774.5315,37805.99900000002,0,314085.5054999999,352960.1750000001,12823.889500000001,63195.52400000004,1081786.0015000002,752594.922,16668.972500000003,182809.81850000005,515906.3559999998,101766.87749999999,
106,258.1099935072571,0.29329722222222226,10795.141500000003,25621.104999999996,154766.18199999997,2533.0829999999996,24277.74150000001,3159.875500000001,32962.616999999984,3832.6275000000014,12935.5325,15975.761999999999,31784.8365,197632.12550000005,359608.61650000006,2708.1135000000004,91767.60700000002,298305.14450000005,39710.39,36694.137500000004,85515.61649999999,27970.43450000002,129780.10350000001,137738.568,32216.671500000004,120109.56550000003,
108,157.08322122229472,0.9250972222222221,14260.544999999998,312.6669999999999,2040.166499999998,23253.791,4317.851499999997,254713.43099999992,8294.317000000001,135656.84999999998,6001.233499999996,12255.173000000003,16855.92,6201.020999999999,51917.00150000005,96303.88500000008,907.4600000000002,14818.65099999999,10752.975999999997,14950.488999999998,36820.92900000001,6494.189999999998,7264.774499999997,15892.184499999996,8922.433500000008,111344.00099999993,
110,804.5640825415926,10.34921875,22767.48049999973,5987.913000000026,7238.748499999976,20249.689000000148,12104.655999999957,16582.541999999987,7932.725000000016,16422.874999999927,15661.548499999988,427.3374999999919,22863.407999999927,6903.153500000037,90803.59350000006,10155.430499999911,3204.7604999999885,18338.82949999991,12493.231999999873,2084.5145000000075,4793.039999999983,10053.248499999974,5662.715999999972,22463.92350000001,4193.015500000002,13673.431499999957,
113,706.4821291052631,12.402643055555556,46756.74449999999,10077.195000000082,17500.408499999976,43156.42699999992,11037.222999999967,11334.549000000057,10830.699500000053,22770.158000000076,12628.884000000002,185.48949999999726,19627.97699999997,12161.57249999999,67776.44900000011,10641.544500000062,10939.307999999999,1245.9260000000363,10922.247,3024.427000000055,9091.807000000023,8200.619000000012,7189.178999999993,5123.683999999969,8633.567999999996,60542.58750000002,
128,629.0932967316423,11.217460144927538,33067.53250000003,10744.569000000021,13180.445000000052,33176.69449999999,12977.613499999943,12937.367999999937,7096.993500000002,3242.9509999999946,11569.581000000007,770.7694999999892,17093.00999999998,4739.594499999985,46779.00450000005,7420.404999999981,3411.3814999999477,0,6159.499999999996,6444.427000000025,11083.433000000055,3421.361500000013,8246.583999999984,5204.477499999947,1882.4469999999862,45670.66849999976,
133,410.47287786330475,11.910824242424242,273384.02849999984,139644.5634999997,181.70699999999846,7211.758499999917,61715.285999999884,8756.742999999973,28963.395999999986,175.1589999999985,1513.500499999978,160258.82250000018,18490.842500000086,8752.080499999938,6104.230000000098,129401.368,0,0,110677.92599999999,369428.8505000006,29589.55449999979,17789.0905,34118.57599999982,37624.47950000007,14356.276000000113,308.4139999999992,
149,716.5230199680815,9.76556759259259,55161.93499999999,0,3695.210499999983,3876.715000000056,479.64100000001156,0,15483.860000000164,6233.660499999987,541.3649999999986,361.27750000000503,63137.7715000003,7964.061500000047,0,1874.1669999999817,0,4853.037499999986,4403.658499999996,1137.2634999999866,0,87258.44649999967,8519.113500000003,769.3879999999602,19474.360000000022,0,
153,151.14411138163672,0.2623333333333333,0,2875768.8619999997,0,0,1408145.7169999997,0,0,0,1852340.6570000004,1546614.6454999999,24274.028000000002,0,141924.31199999998,0,0,0,4866.553999999998,31714.257999999998,3259.3625000000015,0,2259.9404999999997,162.18800000000016,0,261562.34249999994,
154,568.3393350454478,6.824141025641026,1153.8974999999932,1101130.2940000088,0,0,1286062.7154999939,0,0,0,282484.18250000203,1232258.0585000059,7479.567000000006,0,2204506.708999984,0,0,0,3845.4160000000097,2989.1039999999857,541.5159999999933,0,2307.4799999999814,7027.447499999951,0,1182422.619499994,
155,270.315588113536,7.855836956521739,0,1206624.752499999,52104.018500000006,622931.4025000007,1115211.5324999965,813758.4810000007,1375708.186999997,1040681.0069999993,385364.4675000014,3019793.079499999,995055.4355000019,734104.182500002,2146081.180499989,1722750.3134999997,76848.31300000004,87721.18149999996,1395349.1460000025,2473705.247000007,1100110.3119999985,841179.4329999982,1240636.647499999,2321375.0354999886,1153458.3640000012,707640.3129999987,
156,132.0766274662507,0.2932615384615385,613.6829999999995,1188769.5405000001,0,0,2562197.3100000015,0,0,0,11104.099000000002,2147588.7959999987,3468171.235500001,0,3295312.529,0,0,0,3273228.3090000004,4006120.5735000004,1845780.7699999998,0,1697205.631,2699523.8360000015,0,768617.9735,
157,760.5847265964082,10.348516666666667,7828.380000000034,4871359.844500002,0,5089.1050000000605,4100991.9205,3156.0304999999557,2018.0270000000396,13752.917999999714,0,1559.0894999999869,695.0775000000136,0,0,323.27700000001295,3800.8689999999733,0,2599.6179999999927,0,14527.816999999923,0,1228939.8154999993,0,0,606.639499999999,
158,542.3230326646038,6.532085714285714,0,493297.72250000347,0,0,1107865.7154999962,0,0,0,329324.7825000033,670424.2055000031,2675.976000000012,0,815820.6164999949,0,214.51249999999686,429.1320000000011,2467.040999999981,2755.231499999976,1359.7564999999906,0,3099.32750000002,15721.785000000113,0,1049123.6219999944,
159,526.2918655104864,6.785158333333333,1375.3679999999954,198540.62799999944,0,0,402054.972500002,0,0,0,51367.74349999937,248980.2894999978,11848.535999999938,0,971363.0970000037,0,0,0,13205.65500000006,3294.367500000005,789.3030000000035,0,5834.599000000024,7217.229999999969,345.13600000000156,202108.83250000057,
